source_row_key,source_row_number,source_key,date_key,category_variant_key,group_code_raw,group_description_raw,category_code_raw,category_description_raw,request_count,data_truth_class
19567b2b4aaf03fa3f4ec33e8cf9a6ef806866fb09fd3956d3570acbb2a4f454,1,D2,20180701,7f5ca342863709e1db2d9af455cf88abda5b6efa9bd22225df3255caaecb7666,Complaint,Complaint - General,AssetFleet,Infrastructure Planning Assets & Fleet Section,6,real_public_reference
cee0d44bc77382ca0f98a04ff049d28249487f7050b0828949f189880416c6c9,2,D2,20180701,8b99c9b813ef9aca7e1438b8a4e543077cca45f5ffdfc0017594c5ccb7d2ec4f,Complaint,Complaint - General,ComEng,Community Engagement Section,1,real_public_reference
e41391b6375e34e6e749a2057b0f78952ad07dcc773043c406ef7f2f585cf5b9,3,D2,20180701,d5964eff00cd1952d161631a6012892fecc3a74a77e9af0f2e214d6348957b02,Complaint,Complaint - General,MaintPlan,Construction Maintenance & Operations Section,6,real_public_reference
f51e4faa4d678156d34e95543f36621c4935dbb5a73db620fcfce093852bd508,4,D2,20180701,bca593977f23174af1732005114d339c86f0774dea987ae3c674ce576af544dd,Complaint,Complaint - General,PlanSect,Planning Section - RS and EH and Planning,4,real_public_reference
05227626c93d985714cedb5c09eee00d2574fc4f7ed2ec4d911ccd2e5db2645e,5,D2,20180701,0b05c29a1ad929bd247ca2963c30b6d28e50f2c793a6391f580f86a4345bc7d6,Complaint,Complaint - General,WatWaste,Water/Wastewater/Waste Section,10,real_public_reference
564920456086edb8731bab7bfef74d027b522e326e25b033f265251883a1495c,6,D2,20180701,61d356d43ace6b530d22354cedaa55a8166749aea791da3f7ebb254ec8a90ca6,CSAccum,Accumulated Material,CSCychaz,Cyclone/Community Safety Hazard,3,real_public_reference
295c3bfba4b636bfe06ff54119c63f20cc581bd16c151ce117158211b6ac59fa,7,D2,20180701,874ecb84567f21086754ac6be8b379d37877132939f6875f11eb55856227cbe3,CSAccum,Accumulated Material,CSUntdyalo,Unsightly Allotments,18,real_public_reference
ef5ae94a336cb49bcaa2650496440d249288988e3b6cc4967baa94c4b2a0a45c,8,D2,20180701,be6c75c8425ca7900c81aea836df687fd550b859126277093943d71d6b024e11,CSAnimals,Animals,CSApproval,Animal Approval,2,real_public_reference
9cc66808821b6891f6da5238731f0e8ad3a4d5a020d1925e93dfbcc941b17c0e,9,D2,20180701,9687d0efe7e049bb0b35fce9f2b6bf8b0429c7acd3443d0c5ee41c1c0edd625c,CSAniMangt,Animal Management,CSAggrsve,Aggressive Animal,60,real_public_reference
c8d7093a0fdae19a4c3150a33a94cf03b2f5223b274548fc49e5fe5695918f0d,10,D2,20180701,d030b8aa9ce32859a6fdde781f1764fb7abe02444dbf212c0f9ea3a12f8d8a13,CSAniMangt,Animal Management,CSApproval,Animal Approval,19,real_public_reference
6bdee03eecb93d8380b852eb9df436d90250e6044ee0f3617c4e7cf265e72fa2,11,D2,20180701,2edf714e46927428a183c56c671a5470454501672dc25c87c1dffa4f9582ff0d,CSAniMangt,Animal Management,CSAttack,Attack,38,real_public_reference
e68acd0cf5bff71bd7dea640baa1a078ec8bfd1ce18c42389d6fbe8c0191272b,12,D2,20180701,24046c17883a3848d573eb5470d54775f36245a07eea76472025897d32797a3d,CSAniMangt,Animal Management,CSBreeder,Dog Breeders,1,real_public_reference
39030a144be98556a97de85360a56fa9d5b70fbe11cc4d414ee8b46457d12775,13,D2,20180701,8e7b3a6b3ee9af72686e4c7f0e63bc6a49ee6a3360269c80f5f0633ede78a151,CSAniMangt,Animal Management,CSDefecate,Defecating Animal,3,real_public_reference
68b5280ba835c9a575c4a3da924ef703f03ff1500f4b90abb0a1bb2028aa39d5,14,D2,20180701,1ba00f2a784c58158954f4c39aaf078102669a63d793b6571775614a81e290e3,CSAniMangt,Animal Management,CSEncl,Enclosure,82,real_public_reference
e316d04dfcd6fae359700671c884a2d116f552ea4acd7042c3105f5885a348e5,15,D2,20180701,1443fa3a6f5bd6b542d084b221c43c07178ae6e8e89ef45e5a66482461f8b4be,CSAniMangt,Animal Management,CSExcess,Excess,32,real_public_reference
b7c84f0903faef1427e7f0f163a37f3c2b2d0a3a136ad3e82360e234f9a4cee6,16,D2,20180701,60ba92305f314ddfafc4aced335c73eee850d3c048771c9514c18e64c3418319,CSAniMangt,Animal Management,CSNoApprov,No Approval,1,real_public_reference
35d964a2ee34c84369c76cef42a9f8a14d03a3b32c415ce5327a92425312b322,17,D2,20180701,09ac73714ec881910567fb7298c51d50e0a3727d85013b76864651259295e0f8,CSAniMangt,Animal Management,CSNoise,Noise,172,real_public_reference
e26095c83c3370b29e03fae2845bf406e17394f26fe84748bf03eb6d28668ea0,18,D2,20180701,3d0d5b38fdf93aa442e9d8c6407e851d7ba7b2428804d39d3b3da41772ada844,CSAniMangt,Animal Management,CSOdour,Odour,3,real_public_reference
2667d33ede22ed2a0384e08e0f0c54be9e919b8c473432b4c19e86283a55c655,19,D2,20180701,916a517e00b3140f1cb0c77a14f4ef54d5b9f6ebeedac29f826c23d2bc83d6ac,CSAniMangt,Animal Management,CSPrivImpd,Private Impound,163,real_public_reference
0a6cefa1e250bdf0ee947f6874d5506381a8f50e689c6e5fb49228da6284b7fc,20,D2,20180701,d322d2bcac20347c48b9822bc0e65415a8a45a13259fbacf41fcfae444abbf22,CSAniMangt,Animal Management,CSPstAml,Pest Animals,9,real_public_reference
4ae34ae5758965ea654060c6a9ee68d0e9a24a60f900388d8a38e07273e8115a,21,D2,20180701,569e9077e303a755e0d63a9ce16ced8dfc39301026171c76d3e057af62d4a43e,CSAniMangt,Animal Management,CSPstMgt,Pest Management Plan,6,real_public_reference
89a4a18da2c5f4b9bd577c3de7ed778c3fa022babd8f432b7cc135ea5da61fd9,22,D2,20180701,5bb6371e25c545e30547e852ea7aff1dfa4bebfea4b8c87103d2d88e73fdb4b1,CSAniMangt,Animal Management,CSRegu,Regulated Dog Inspections,8,real_public_reference
7ea639f844e00715be360c3fbe00ca7c29647c021bb60b4f369774209dbaf833,23,D2,20180701,11f9c5f7a9cb1c3ed8445160eed142037cc9e5bba6212a3e1d4019e52a083bfe,CSAniMangt,Animal Management,CSStray,Stray,32,real_public_reference
3f698cf0fe95da50417117d989d418385325f27bad92d437bbc57bf7a1c63be6,24,D2,20180701,196e24f4f217580db4ba075a8047ce0ffaa0f92a6d12964659cb89bdc43307cd,CSAniMangt,Animal Management,CSUnreg,Unregistered,10,real_public_reference
011251c80c61f138872fd9f828b6618158f73d34a5a1cfd74cb9ef7a0200b06f,25,D2,20180701,23faef3b3f4cc3471ca151c56f00f7eecc0d6654542d54d794839a13a41c8c77,CSAniMangt,Animal Management,CSWander,Wandering,89,real_public_reference
dbe065539c010794cd1cff40558731f27db0195036cd224b22d59f7b52eafdbc,26,D2,20180701,8a0beb29de1f0c79b8d036965fb1564c07b3677a289afd59416cddff973f16fa,CSAsbest,Asbestos,CSAsbestos,Asbestos,4,real_public_reference
65c78ff4ec3db9e9db28f0c35e0738fcfcbfafa40b018600f790187e7ad73516,27,D2,20180701,b67ec67b0a49fa4884ed46923d4d317f094f76bb8b7c58cab95c96d50de8268e,CSBldCompl,Building Compliance,CSNStrct,Possible non-compliant building or structure,17,real_public_reference
5a58a19cd93fce0201c7924655c7cafa2c8d4e49931befa90ce721ed6291168e,28,D2,20180701,0e77678f704fb396ade6c1168725237b8d34fb36af8fb23fea0f9b20140165f0,CSBridges,Bridges and Footbridges,csrepmain,Repair/Maintenance,1,real_public_reference
4587dcee7f758ffacf75feb3623d28d9fde240d5527d26fc07074bbb3159b7a8,29,D2,20180701,c28041d4098da4e4ca459533f6b3f432422832fe373ddeb62bdee11e97e08e1e,CSBtRamp,Boat Ramps,CSClnMt,Cleaning/Maintainence,1,real_public_reference
487c306f4dc5f91404ab576aaba73176149c416ae33b38b0825f72f0a198e000,30,D2,20180701,bddb80eb276923f944c852982480fc70ec4ef70ca93f7b52050eced0d3956f91,CSBurn,Backyard Burning,CSBackyard,Fire Hazard,7,real_public_reference
53261327ca39455978ad1800ee9631157def7e3e2ff5ee950113d333aa13bf4f,31,D2,20180701,ce31ab70a6ef0325e28e5cf3ed9c06720985ad1aa7b0e2ea31d5a6d0286075f3,CSBusShlt,Bus Shelters,CSRepMain,Repair/Maintenance,4,real_public_reference
dc93bcd9f2a8e2e1e8114ac05fd58436dd769eb37c3257716098cf4b186bdb45,32,D2,20180701,f54908158706722651ccc278ba52e8c2009f89fd8ee1d373b7ee73ec0bd0c0c0,CSCamp,Camping,CSCamping,Camping,13,real_public_reference
186afb41e6e76ea4037ec35f35dbf805e4ef070c8e1be6fb3117ac614fc407de,33,D2,20180701,adcb03ecdfb3d7c43c3cda1b7990c31a735496956a01430f806b99dc145d1d53,CSCarprk,Parking,CSInfVhcl,Infringing Vehicle,36,real_public_reference
c5fc8a6fd944c56d0330e3b6ca709358b10887d28686dada11b8d5c759468cd6,34,D2,20180701,20c7f229bd4187575135eaaca098b483d807ae416af6bfc61b17194c0a80f5cf,CSCarprk,Parking,CSTicmac,Ticketing Machine/Faulty Meter,29,real_public_reference
76dd4ccabfbe8a629f277eb5696627266da3be163cf810f10b24fd66e16e822b,35,D2,20180701,f658e7f1ea140b05200f0f0cf87716f84e516e6b000dcbd3fe7b01369be03658,CSChgadd,Change of Address/Details,CSEHChgM,Change of Mailing Address (Business Licence),1,real_public_reference
9b41ff97636d490b3479a27fd343c8aeb8968a984e4065fd31f1a2103da3e766,36,D2,20180701,23a4b8a8c4033196b9beba08d7f0dea03452e18ceff745cc066979957fa45665,CSChgadd,Change of Address/Details,CSRateChgA,Change of Address (Rates),323,real_public_reference
965bec0c997dd73a3d68f4f2bc57456bc2cf0da37487abbcc5807eb3cd190ab3,37,D2,20180701,ca420f120c742eb1d075c3a2b301444a60c963cc945e8e057b80ba0eb65c6335,CSComplmt,Compliment,AssetFleet,Infrastructure Planning Assets & Fleet Section,1,real_public_reference
e81d6e40351e79b36fa7000baff4e27d5143cc86d2c0aee65d25c35732063d92,38,D2,20180701,ccbdca07870096c5a61ae265712fef0b6ffe0931f109637b0c47f17913aa4b7e,CSComplmt,Compliment,ComEng,Community Engagement Section,6,real_public_reference
e404d3600006331042bdb7e4132d2a6c4e5d1cfa8254a339d84c1cf86a8cf771,39,D2,20180701,fa50088be52aa0371c685b66f9bb5137b79f18ee26cb19c643ce22db04e25ca8,CSComplmt,Compliment,MaintPlan,Construction Maintenance & Operations Section,14,real_public_reference
9dfe62c5fa2aeac20403dbe6e00dfbfd0cbd2bb3da6d1a086b2966bdf5a1fa31,40,D2,20180701,3d4f6bd38521a2f30d7a1623e6be6e4330115bd0fc5f559df0c89ccaf60c5998,CSComplmt,Compliment,PlanSect,Planning Section - RS and EH and Planning,1,real_public_reference
70036ce8ae0bd9d4936e27d944bf526fdd11714f324ac6e57faea84b66443365,41,D2,20180701,3f53a60e993d04970b562fff914a81c99d9b8b495a9ad5ba080e8e35bff03612,CSComplmt,Compliment,TWW,Water & Waste Section,10,real_public_reference
86839951739c0bb0f12c8585a088c98c31321fe978cf337475c1923355adcdf4,42,D2,20180701,87e03851cfcaefc140c6232612fef061169fda74b2b876a37ca31ad56f892512,CSCSH,Community Safety Hazards,CSCSH,Community Saftey Hazards,1,real_public_reference
af8ea49327076739cf4c0388fdcdd5b9c09f06c0edb44a3fa66f351248e89389,43,D2,20180701,8fd868aa8f883e75551c7dcd58041b15e813ec07a144718919fef6062d61e9e9,CSDevInfo,Building and Development Information,CSBldPerm,Building Advice Enquiries,2,real_public_reference
a7aa10bddf8a3362fbbca280dc1ab6497fcba444b681f29287ad7c85c2edd120,44,D2,20180701,5764f47a7019d8e55c76f91f8f9847ce697a2c5adc7546c66c734cd7e28966df,CSDevInfo,Building and Development Information,CSDevEnq,Current development - enquiries,2,real_public_reference
e42f68be355f202420abb3685696a61cd4322a290a41f7178c962ae547d60456,45,D2,20180701,4514fd8849de54c8f7ee62c25287606fef0ad843d9afaaccc70c2206e45c093a,CSDevInfo,Building and Development Information,csplnadvce,Planning Advice Enquiries,104,real_public_reference
b0218dc0f7ef80b9f88c5d34c8cdde22ced55eb15f2f3b607fdd34967f6ee1d5,46,D2,20180701,c17f70ea0d5377c5f227d996f20505b8c721feb5208795309f1ef8b9e01b346b,CSDrvWay,Driveways,CSConcrt,Concrete Broken or Missing,1,real_public_reference
2d4ab4a5e63aed85cad3fe88edf99ee5d1f9bae54c3af453c32e75c0d064089a,47,D2,20180701,273b0ee94cecb1dceaad48c4e77d7a12b41da41bb6edbf5f4d9a594ff66f29b5,CSDump,Dumping,CSDumping,Non-Compliant Dumping,29,real_public_reference
fdc0c6a67896a92424eae08dd4aaea1f63434713600e38a38f7a88b2ed913a9c,48,D2,20180701,3be78618438cbc26c8621bc20c4c3ebfce661d56063e13c05346011a7f4a2ffa,CSDust,Dust & Smoke,CSComm,Commercial,5,real_public_reference
636587388f65c4b63280e5a40f9302855c2968b5f576e5b7198a65614809d6a8,49,D2,20180701,ff28c187400e56265bd91ad0f15edc53353b5c7bbf14f84005fe285726c5d4e7,CSDust,Dust & Smoke,CSResiden,Residential,16,real_public_reference
3db5d38807fc376622febe82f2b6138168fa3e3d7db66d692e582b662fea9363,50,D2,20180701,099461d581eaeda979dd8a4c8a79d20db886fe9bfc0931d3918ef55b8f150b57,CSEra,ERA,CSComm,Commercial,5,real_public_reference
7e7a1afb6123fb6a9a35495674ae560f93922b7e1b3c58ace4898beef5ec1b75,51,D2,20180701,247fe9c4274b96f2ff2370c799f9d97a02b77661fc42444008fba6e539fc5bfd,CSEra,ERA,CSResiden,Residential,4,real_public_reference
d52d7b4ea5108060588955f8e90d2233166e8baba89683f5b2b199f2cc4ca002,52,D2,20180701,c6e7d0e3ae499d51bd491aeb579aa2ec65e4ae659e08ef0830b9b68b6cde6f80,CSFood,Food,CSHandling,Handling,1,real_public_reference
7e0926c2a4e01f6838fb1b590ec8dc5151aad3c076c1fcb4e2abd8210329b822,53,D2,20180701,40e44211994747d36f42f0899e5e6f001b11f60d014dbe2e24fb23b597aeb03c,CSFood,Food,CSPremises,Premises,10,real_public_reference
fcf288754df2ee85209306b6d1ae08e1b9a83043b78dc37749d67eab0f4c1745,54,D2,20180701,b720d016d90ee69d5675c12edff2e86bcce4319d6081761f8fe5ba424f2fd4b4,CSFood,Food,CSVehicle,Vehicle,1,real_public_reference
1e73e648aaff25034d0c2faea3077118bb3ccb72ee52131e5493c544c8b12bbf,55,D2,20180701,36c9b2e77daae461e65c33bc54ced6bcacc9c2aebfba631a23130929fe2b0f9c,CSFprr,Footpath,CSDefect,Defects,48,real_public_reference
bb44aba413468905b5a591e2806eddc55914e5db83b4e781388ea14a0d9dc21d,56,D2,20180701,912e25b4ef4cc8ec6a3ab63be29c218eb05df0f2d5d12d6f1ca5f2d2cc30b283,CSFprr,Footpath,CSObstrn,Obstruction,8,real_public_reference
2233feb435057c764a694c72677d3a8dc2fd52271e031e43b3acbf1007105a52,57,D2,20180701,1e2e93ba291a15d1f95a13b62620ec048f2bf5ba87f95f24495bba64758deff8,CSGraffiti,Graffiti,CSInOffen,Graffiti - Inoffensive,10,real_public_reference
3f3a4ea697255bf51a0fb6742c5b67b31e353111a4b0816b597bc052b1999672,58,D2,20180701,237dfa4d213a9af3f2185fb62d9281c675a4753b1e9e17fa78be376180d63096,CSGraffiti,Graffiti,CSOffen,Graffiti - Offensive,3,real_public_reference
6a97721a383063e421913743e2140bc396f589ad870cc4cff30b7d50f469a2df,59,D2,20180701,64b29531b871d20ad2529d06c1b5c84bb0ad4813ee398e31058763b577b5df5b,CSInfoReq,Information Request,CSAniMgmt,Animal Management,10,real_public_reference
5e606b300d255a3ddb4256e0f553185e36a54b3d891d16360996d26efe418d1c,60,D2,20180701,93965e760d4f09a5c96f025922e821415800c7bbd0d114d2b17a7baebe75eb11,CSInfoReq,Information Request,CSDevcompl,Development Compliance,3,real_public_reference
698dc76f67413e24f64a5a4bcb38a2aa863004780796a5fea9c4b03df8c43db9,61,D2,20180701,a7f3bf4204c4d687301877e4868d00db666d1f5d6ccbc8e4ce9225fa27dd177f,CSInfoReq,Information Request,CSEnvhlth,Environmental Health,55,real_public_reference
48427d7fb070d1e83ba968bda41ad073e0314fedcaf60f785f7c9f83fdb7bb5d,62,D2,20180701,17ecff0ab6dcbfc226010146515100e80756bb4fddb1d6fed845b6a9333da990,CSInfoReq,Information Request,CSHlthComp,Health Compliance,1,real_public_reference
0dcfe648fff3c6396a16cf0e42cd90fb1c22a70638bce19fbad97f87c6841bb7,63,D2,20180701,91c4e266fe89e5dbd1c8f1f31406d942a6b9eb36b5d89a2a245de7cecb2e2584,CSInfoReq,Information Request,CSMaintPO,Maintenance Planning & Operations,1,real_public_reference
71a456416abdb3b6b36d48ce254be99dbc702d6d167059f6c5b4f93718da3b77,64,D2,20180701,e9c50ec0e77f8a2f080d871b7b367c82549eaf24a46304ceff8038370cf39dc3,CSInfoReq,Information Request,CSParking,Parking Unit,4,real_public_reference
f36b4a992b67c42e0563aff5978d660c133b3f566f00a11623f478dea88b4698,65,D2,20180701,6eec349d68afb620d82919942c91c636bb2fa87601b7b9ef2adfbda8f9a3da35,CSInfoReq,Information Request,CSRegSrvs,Regulatory Services,77,real_public_reference
426baa293ce78f6df662570e107e30f0576c0aed9382731ebf9dc39069b1c1e3,66,D2,20180701,69465ec9572fa48c8ac63c70c9d5b543a49833ec0092393ce56cfbf875015aca,CSInfoReq,Information Request,CSWWater,Trade Waste Enquiries,8,real_public_reference
fe5649bbf7b621fead0f5eba513f9fa31c2750bb40b045fa6ef96129b3b36057,67,D2,20180701,ba2318b5f91f0513913bd11039501b7702ade7b0d94c54280375a80989963191,CSInfraSrv,Infrastructure Services,CSPubCln,Public Cleanliness (Blood Vomit Faeces).,2,real_public_reference
a88be34cec18ca7101e63262e638d3ae2fbeec5f1f0300044dccc75ad1ad25ec,68,D2,20180701,7399b65f7c0ecd6ee180c98c6d74f75fcf7549edcd01230f3e00368d80688aee,CSKrbChan,Kerb and Channel,CSDefect,Defects,8,real_public_reference
b98ebd3489e91867b3961d4a4d632f37426b5a9367e49f96e5c9fde9e09a707d,69,D2,20180701,41315f0c78f46d28025478adceff29631c524c61c62987149f0c1090ba09de12,CSLgt,Lighting,CSMainCAO,Maintenance (Council Assets Only),3,real_public_reference
a62fd800e5e39f2342c27f5c98cb1cc9509e12bc1e662facafafeba6f27f5c63,70,D2,20180701,517a6de17e852438311fd28f36c32856b5ed03abdf65cc06100dc73db06050ff,CSLgt,Lighting,CSResNL,Residential Nuisance Light,1,real_public_reference
1e17711a771e1bb25b45518fcdbbdd1fd2d1d53d57a520067bbb38700618c255,71,D2,20180701,dd97b57c6d778dc846a824eac2f6917b96c12fcb323fbbed17bd1efc80c047b1,CSLgt,Lighting,CSRiverway,Riverway,2,real_public_reference
6124bf8580e533a2ae7e59c21ef8c46d772ec16918d646328db56a399e7d921c,72,D2,20180701,3418d6a5514858d30fd891ad35eeed6508dfc31abfa4508a0b5fba2316edb411,CSLit,Litter,CSDeadani,Dead Animal,78,real_public_reference
8cfa8c39752adf8358b0a614fcb960d5f1a7a08f51327922c5db54da003bfadc,73,D2,20180701,f98a2d0aca2702a8c625b40af354b608bfa2e25283fa6cd14f42b3ba6cb08ae1,CSLit,Litter,CSLitter,Litter,7,real_public_reference
48bb4624cd949cfd20efd70766cecddf15078e36974a0626c0359f31991083ab,74,D2,20180701,c7022f2bdebc4e75384d087cc93f1f2b1f7deda3ead6adb616ec83a4b1bb501a,CSLit,Litter,CSPkLitIpr,Park Litter Collection (Imminent public risk),1,real_public_reference
4392f8f8ca62640592402695164f70645595ed5aa9c0254df7edf13b97f51ce7,75,D2,20180701,b2d0f54d10d51e696402dc01fca19a734da436f04867e288dbb7f41450cff073,CSLit,Litter,CSPkLitNpr,Park Litter Collection (No public risk),5,real_public_reference
8688114fc9ef0b2bae6fbfec967572e6f862396f4b2fd315a926551fabc33c1c,76,D2,20180701,0cf20aab692c91bbef97d5c183ad852cba06a6ade0be7601d194a1c6897ff4c8,CSLit,Litter,CSStreet,Street,12,real_public_reference
8c1e28c96f37fb8525b8ea378c3fc8e6bd066e1b999538dc1eaf4f95fad801d1,77,D2,20180701,379093b279a878698c57d270c205e5fb2ef0e625ada295513b00c03a1347fa6d,CSMossie,Mosquito,CSBiting,Mosquito Biting,1,real_public_reference
50d0dd02a44d42bf2e2068e9f73c303602630a5244abe5b743604f9f4b26f467,78,D2,20180701,cf9cebfbcc88b93a6cab839c995858df7c9bcef6f58a0ef81d11c0699a489f5e,CSMossie,Mosquito,CSBrdingcs,Breeding Council / State,1,real_public_reference
bce70f8e124d9460419fe20a0cc2c5e3d76f52de085533e881d99a59b398e27b,79,D2,20180701,697d60b3e267e24e27f4da4e0c30de9b8e0d4efb93c4e875fd28edce70d5dae0,CSMossie,Mosquito,CSBrdingrc,Breeding Residential / Commercial,3,real_public_reference
f4d07b8832a29dbfe4b1e1e5f6302ce7eb0339d5e1b7499b0cd156d17337dace,80,D2,20180701,e4bb4465af3f06f7500bd07142ec427d9bdd1001ee9f7776d0b3e98f139d6af3,CSNoise,Noise,CSComm,Commercial,6,real_public_reference
ec973b5575c2ad0524c939169caba3cc0d21c5c2290251a166ff73b91330f488,81,D2,20180701,25d74ef2a76f7258a0bf0c4af3efe75a619f74c83bc51a5271da73c03827cd27,CSNoise,Noise,CSResiden,Residential,14,real_public_reference
ce6cde91a5c1960a2f3d930c83faf8643b53accf0496343556f5d8fb944d4143,82,D2,20180701,bab978f14ce56b86c62b7a45538046e7d814d9c6c53a0cd632cd7ee70958a085,CSNtrlMgmt,Natural Area Management,CSCstEstMt,Coastal-Salt Water Tidal Creeks & Rivers & Lakes,3,real_public_reference
53e2f5fdb2c9211a3d25a492421aafafc144a7def1142b7a05e0afd328e9d1a7,83,D2,20180701,0bffd0e114e451509bf36180660e5b58614dc899bcfcbc8354a0fc120bd28458,CSNtrlMgmt,Natural Area Management,CSFrshCRiv,Freshwater Creeks & Rivers,2,real_public_reference
661699225e06472e857d6f9c20f1ddcda0110260f32bfa231232317b544320ca,84,D2,20180701,8eb1500b772f58db0830af45d0a57fbb57fb2c8f90100efc316ca6b0981bf3a3,CSNtrlMgmt,Natural Area Management,CSFrshWtrL,Freshwater Lakes,1,real_public_reference
85d8f5adee12c5506b898433ab5014e17a42c5a5677f0fc85a1c3e2bfb3f9887,85,D2,20180701,9aa1f40b328a829c48c3bec588a34266cf7a614491fc260f78eb44c343459464,CSNtrlMgmt,Natural Area Management,CSMarineWi,Marine Wildlife - Dead,1,real_public_reference
